sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
萬華,臺北市,26,,良好,0.4,0.29,25.7,28.1,16,4,11.9,15.3,3.4,1.3,291,2024-06-13 17:00,,0.2,5.6,21,0,121.507972,25.046503,13
中山,臺北市,26,,良好,0.7,0.29,25.3,24.2,18,6,11.1,14.6,3.4,2.3,239,2024-06-13 17:00,,0.3,7.9,21,0,121.526528,25.062361,12
士林,臺北市,28,,良好,0.8,0.16,29.9,29.0,19,6,10.1,12.2,2.1,2.8,259,2024-06-13 17:00,,0.1,8.6,22,0,121.51666356,25.10334003,11
淡水,新北市,31,,良好,1.7,0.16,35.9,32.2,31,10,6.2,8.2,1.9,2.2,200,2024-06-13 17:00,,0.1,6.2,31,1,121.449239,25.1645,10
林口,新北市,26,,良好,0.5,0.19,32,28.4,23,4,9.3,12.2,2.8,4.3,239,2024-06-13 17:00,,0.1,4.4,20,0,121.36548982,25.07798949,9
菜寮,新北市,25,,良好,0.8,0.29,26.9,28.0,17,7,12.8,15.7,2.9,2.6,228,2024-06-13 17:00,,0.2,7.7,22,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.5,0.16,29.6,29.4,20,5,5.1,6.9,1.8,3.2,235,2024-06-13 17:00,,0.1,6,21,0,121.4325,25.037972,7
板橋,新北市,27,,良好,0.7,0.21,28.2,29.6,16,4,8.5,10.9,2.4,4.3,264,2024-06-13 17:00,,0.1,3.4,19,0,121.458667,25.012972,6
土城,新北市,38,,良好,0.6,0.19,28.5,29.6,25,11,6.8,9.2,2.3,1.7,282,2024-06-13 17:00,,0.1,11.6,29,0,121.451861,24.982528,5
新店,新北市,28,,良好,0.8,0.17,32,29.0,13,9,4.7,6.1,1.4,1.7,117,2024-06-13 17:00,,0.1,8.7,16,0,121.537778,24.977222,4
萬里,新北市,30,,良好,0.4,0.14,34.9,32.0,27,7,4.5,6.1,1.5,1.1,29,2024-06-13 17:00,,0.1,3.7,17,0,121.689881,25.179667,3
汐止,新北市,27,,良好,1.1,0.28,21.9,29.7,32,11,13.8,18,4.1,1.5,204,2024-06-13 17:00,,0.2,8.3,23,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,1.1,0.24,28.8,31.4,15,5,7.8,9.7,1.9,1.2,131,2024-06-13 17:00,,0.2,5,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,38,,良好,0.3,0.15,60.7,39.7,43,10,1.9,2.1,0.2,5.8,288,2024-06-13 16:00,,0.1,7.5,38,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,24,,良好,0,0.23,32,26.8,15,7,5.6,6.7,1.1,1,114,2024-06-13 16:00,,0.2,3.9,11,0,120.65525382,24.39017512,312
新北(樹林),新北市,21,,良好,0.5,0.14,22.2,20.2,16,6,5.9,7.3,1.4,0.7,29,2024-06-13 16:00,,0.1,6.6,17,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,37,,良好,0,0.18,36,26.1,25,14,6.7,12.2,5.5,1.8,288,2024-06-13 16:00,,0.2,11.4,21,,120.37722,22.35222,204
臺南（麻豆）,臺南市,24,,良好,0.4,0.14,21.9,19.3,22,10,7.9,11.9,3.9,0.7,187,2024-06-13 16:00,,0.1,7.4,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,25,,良好,0.9,0.12,25.9,18.1,22,5,4.8,6.9,2.1,1.4,232,2024-06-13 16:00,,0.1,7.7,17,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,28,,良好,1.1,0.18,31.5,26.6,24,11,4.4,6.9,2.5,0.7,66,2024-06-13 16:00,,0.1,8.5,19,1,120.56373,23.96117,201
大城,彰化縣,25,,良好,0.6,0.06,32.1,27.8,25,7,0.6,2.5,1.9,2.9,218,2024-06-13 16:00,,0,5.4,19,0,120.26964167,23.85493056,85
富貴角,新北市,34,,良好,0.2,0.13,56.9,37.6,34,14,1.4,1.5,0.1,5.2,249,2024-06-13 16:00,,0.1,9.5,32,0,121.53656894,25.29681695,84
麥寮,雲林縣,24,,良好,1,0.14,28,26.2,23,4,1.3,3.1,1.8,4.6,195,2024-06-13 16:00,,0.1,3.2,16,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.7,0.09,25.1,18.9,8,4,1,1.5,0.4,0.8,308,2024-06-13 16:00,,0.1,4.6,19,0,121.161933,23.045083,80
馬公,澎湖縣,45,,良好,1.7,0.15,17.4,6.0,22,7,,,,2.1,172,2024-06-13 16:00,,0.1,14,27,3,119.566158,23.569031,78
金門,金門縣,44,,良好,,0.1,38.9,33.0,30,18,4.1,4.8,0.6,4.5,211,2024-06-13 16:00,,0.1,13.5,25,0,118.312256,24.432133,77
馬祖,連江縣,45,,良好,0.3,0.17,35.1,32.2,40,17,4.4,5.4,1,2.7,56,2024-06-13 16:00,,0.1,13.8,29,0,119.93149378,26.15188416,75
埔里,南投縣,19,,良好,1.3,0.12,20.7,16.2,2,5,0.4,1.9,1.5,1.9,359,2024-06-13 16:00,,0.1,5.7,8,1,120.967903,23.968842,72
復興,高雄市,26,,良好,0.8,0.26,33,18.5,20,7,9.9,11.1,1.2,0.7,265,2024-06-13 16:00,,0.4,8.1,17,0,120.312017,22.608711,71
永和,新北市,27,,良好,1.1,0.29,27.5,23.7,21,9,9.1,14.1,4.9,2,270,2024-06-13 16:00,,0.4,8.4,18,0,121.516306,25.017,70
竹山,南投縣,19,,良好,1,0.1,25.3,20.1,11,5,2.5,2.9,0.4,1.1,202,2024-06-13 16:00,,0,5,11,0,120.677306,23.756389,69
中壢,桃園市,32,,良好,0.2,0.6,18.4,17.2,18,10,19.8,52.7,32.9,2,55,2024-06-13 16:00,,0.5,10,19,0,121.221667,24.953278,68
三重,新北市,47,,良好,0.7,0.86,,,44,11,28.4,78.3,49.8,-,-,2024-06-13 16:00,,0.8,8.4,26,0,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.7,0.3,17.3,26.0,32,9,12.8,18.7,5.9,1.2,74,2024-06-13 16:00,,0.2,8.9,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.2,0.21,33.8,34.3,21,6,6,7.1,1,1.2,285,2024-06-13 16:00,,0.2,4.5,17,0,121.746394,24.747917,65
陽明,臺北市,26,,良好,0.8,0.15,33.9,28,8,8,2.5,3.5,0.9,1,150,2024-06-13 16:00,,0.1,3.8,16,0,121.529583,25.182722,64
花蓮,花蓮縣,24,,良好,1,0.25,36,26.5,22,8,8.1,9.5,1.3,2.7,76,2024-06-13 16:00,,0.2,5.7,17,0,121.599769,23.971306,63
臺東,臺東縣,32,,良好,1,0.18,41.1,35.5,22,6,4.2,5.4,1.2,2.6,45,2024-06-13 16:00,,0.1,4.7,16,1,121.15045,22.755358,62
恆春,屏東縣,29,,良好,0.4,0.14,41.5,31.6,20,9,1,2.2,1.2,3.6,304,2024-06-13 16:00,,0.1,8.6,18,0,120.788928,21.958069,61
潮州,屏東縣,19,,良好,0.4,0.1,29.8,20.6,18,4,1.6,2.5,0.8,1.2,315,2024-06-13 16:00,,0.1,3.4,18,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.5,0.15,35.1,17.0,15,2,3.5,4.9,1.4,1.2,316,2024-06-13 16:00,,0.1,4.7,15,0,120.488033,22.673081,59
小港,高雄市,29,,良好,1,0.15,25.1,18.3,20,15,14.1,17,2.8,1.9,261,2024-06-13 16:00,,0.1,8.9,12,1,120.337736,22.565833,58
前鎮,高雄市,20,,良好,1.3,0.25,29.1,18.0,21,9,12.3,16,3.6,1.3,194,2024-06-13 16:00,,0.3,4.8,14,0,120.30833356,22.6044507,57
前金,高雄市,22,,良好,0.6,0.15,32,21.2,20,6,2.9,3.8,0.8,1.7,206,2024-06-13 16:00,,0.3,6.9,20,0,120.28676111,22.63390278,56
左營,高雄市,37,,良好,0.7,0.12,31.3,18.7,20,12,2.6,3.3,0.6,1.4,308,2024-06-13 16:00,,0.2,11.3,17,0,120.292917,22.674861,54
楠梓,高雄市,24,,良好,,,33.2,20.7,17,8,,,,,,2024-06-13 16:00,,,7.5,14,0,120.328289,22.733667,53
林園,高雄市,27,,良好,1.3,0.15,33.5,23.3,26,9,5.5,6.1,0.6,1.1,288,2024-06-13 16:00,,0.1,8.3,21,1,120.41175,22.4795,52
大寮,高雄市,31,,良好,0.9,0.17,28.4,15.0,21,11,9.4,13.1,3.7,0.5,326,2024-06-13 16:00,,0.1,9.6,19,2,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,0.6,0.27,35.5,19.9,,8,5.8,7.4,1.5,0.5,106,2024-06-13 16:00,,0.2,5,14,0,120.357422,22.628126,50
仁武,高雄市,26,,良好,0.8,0.17,39.4,22.5,17,10,6.8,8.2,1.4,1.4,117,2024-06-13 16:00,,0.1,8.1,14,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,0.3,,34,20.8,13,9,3.8,5.8,2,2.6,233,2024-06-13 16:00,,0.1,5.6,11,0,120.305689,22.757506,48
美濃,高雄市,19,,良好,0.7,0.12,34.2,20.5,12,8,1.9,2.1,0.2,1,242,2024-06-13 16:00,,0.1,2.6,13,0,120.530542,22.883583,47
臺南,臺南市,36,,良好,0.5,0.12,32.2,24.8,21,15,3.3,4.8,1.4,2,218,2024-06-13 16:00,,0.1,11.1,17,0,120.21947897,22.98928311,46
安南,臺南市,32,,良好,0.8,0.14,31.5,24.8,19,10,2.4,3,0.6,2.3,219,2024-06-13 16:00,,0.2,10,18,1,120.2175,23.048197,45
善化,臺南市,25,,良好,0.2,0.09,32.3,22.4,18,10,2.8,4.3,1.5,2.4,253,2024-06-13 16:00,,0,7.8,14,0,120.29740529,23.11337642,44
新營,臺南市,22,,良好,0.4,0.17,32.9,24.2,19,4,4.7,6.1,1.4,1.8,242,2024-06-13 16:00,,0.1,2.4,16,0,120.31725,23.305633,43
嘉義,嘉義市,21,,良好,1.1,0.13,34.2,23.9,13,3,3.1,4.4,1.2,3.1,237,2024-06-13 16:00,,0.1,4.2,10,1,120.44125148,23.46477865,42
臺西,雲林縣,24,,良好,0.9,0.11,29.8,26.2,20,8,0.4,1.5,1,2.8,195,2024-06-13 16:00,,0.1,6.8,15,0,120.19933333,23.702175,41
朴子,嘉義縣,22,,良好,,0.2,,21.6,21,8,4.2,6.5,2.2,1.7,191,2024-06-13 16:00,,0.1,6.7,15,0,120.2478,23.46538,40
新港,嘉義縣,31,,良好,1.2,0.12,38.5,27.1,21,13,4.9,7,2,2.6,202,2024-06-13 16:00,,0.1,9.5,18,1,120.345531,23.554839,39
崙背,雲林縣,22,,良好,0.9,0.1,30.7,24.9,19,7,2.6,3.7,1.1,1.7,210,2024-06-13 16:00,,0.1,6.2,14,0,120.348742,23.757547,38
斗六,雲林縣,23,,良好,1,0.16,32.3,25.9,17,6,4.3,6.8,2.5,2.2,212,2024-06-13 16:00,,0.1,5,16,1,120.544994,23.711853,37
南投,南投縣,21,,良好,0.2,0.12,34.2,23.4,12,6,2.3,3.7,1.3,2.1,215,2024-06-13 16:00,,0.1,4.8,12,0,120.685306,23.913,36
二林,彰化縣,32,,良好,0.8,0.15,34.7,30.3,20,7,1.4,1.7,0.3,4.2,240,2024-06-13 16:00,,0.1,10,18,0,120.409653,23.925175,35
線西,彰化縣,26,,良好,0.4,0.12,32.4,28,17,7,,,,4.5,220,2024-06-13 16:00,,0.1,6.9,14,0,120.469061,24.131672,34
彰化,彰化縣,26,,良好,0.6,0.1,35.2,28.2,20,2,2.9,3.9,1,2.8,220,2024-06-13 16:00,,0.1,3.2,17,0,120.541519,24.066,33
西屯,臺中市,21,,良好,1.3,0.17,20.6,20.6,20,8,10.9,15.5,4.5,1.5,180,2024-06-13 16:00,,0.1,6.6,18,1,120.616917,24.162197,32
忠明,臺中市,19,,良好,0.3,0.24,27.4,21.9,16,5,5.2,7.2,2,1.3,141,2024-06-13 16:00,,0.2,5.4,16,0,120.641092,24.151958,31
大里,臺中市,23,,良好,1.3,0.22,26.6,21.7,9,8,6.8,8.7,1.9,1.6,131,2024-06-13 16:00,,0.1,7,10,0,120.67844444,24.09961111,30
沙鹿,臺中市,25,,良好,1.2,0.17,32.1,27.2,18,10,5.1,6.7,1.5,2.6,169,2024-06-13 16:00,,0.1,7.8,17,1,120.568794,24.225628,29
豐原,臺中市,19,,良好,1.2,0.14,24.3,22.0,9,4,3.2,4.7,1.5,2.5,143,2024-06-13 16:00,,0.1,3.2,10,0,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,0.7,0.12,26,22.3,6,6,0.7,2,1.3,4.9,186,2024-06-13 16:00,,0.1,6.2,8,0,120.75956754,24.38248443,27
苗栗,苗栗縣,21,,良好,1.1,0.13,27.5,23.0,8,5,3.4,5.1,1.7,4.6,194,2024-06-13 16:00,,0.1,6.4,9,1,120.82011468,24.56499183,26
頭份,苗栗縣,22,,良好,1.8,0.13,27.3,24.6,16,6,2.5,4.6,2.1,3.7,215,2024-06-13 16:00,,0.1,4.9,17,1,120.89869286,24.69690679,25
新竹,新竹市,22,,良好,0.9,0.19,27.8,24.8,9,3,5.7,7.5,1.8,2.1,195,2024-06-13 16:00,,0.1,3.2,11,,120.97236752,24.8056356,24
竹東,新竹縣,20,,良好,0.3,0.12,24.3,22.5,9,2,2,2.6,0.5,4.1,224,2024-06-13 16:00,,0.1,3,13,0,121.08895493,24.74091408,23
湖口,新竹縣,30,,良好,0.6,0.15,31.9,27.2,,10,,,,4.2,234,2024-06-13 16:00,,0.1,9.3,17,0,121.03886894,24.90009696,22
龍潭,桃園市,22,,良好,1,0.11,27.5,24.4,11,5,3.7,4.4,0.6,7.1,256,2024-06-13 16:00,,0.1,4.5,15,0,121.21645772,24.86400048,21
平鎮,桃園市,22,,良好,0.3,0.13,25.8,24.0,17,4,6.8,8.8,1.9,3.1,263,2024-06-13 16:00,,0.1,3.2,15,0,121.203986,24.952786,20
觀音,桃園市,28,,良好,0.1,0.09,42.1,30.8,25,12,2.7,4,1.2,6.4,254,2024-06-13 16:00,,0,7.8,19,0,121.08283092,25.03556747,19
大園,桃園市,27,,良好,0.2,0.15,41.4,29.4,19,6,4.3,5.7,1.4,4.8,239,2024-06-13 16:00,,0.1,4.1,17,0,121.20251473,25.06100357,18
桃園,桃園市,24,,良好,0.5,0.17,29.7,26.6,12,3,6.3,8,1.7,3.8,245,2024-06-13 16:00,,0.1,,12,0,121.30500531,24.9947107,17
大同,臺北市,47,,良好,1.4,1.51,10.1,13.8,31,13,28,80.4,52.4,-,-,2024-06-13 16:00,,1.2,10.2,27,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.9,0.24,24.9,23.3,20,9,15.2,22.6,7.4,3.6,253,2024-06-13 16:00,,0.2,9.4,20,1,121.578611,25.05,15
古亭,臺北市,25,,良好,1,0.18,29.9,27.1,15,4,7.8,9.8,2,1.6,216,2024-06-13 16:00,,0.2,4,16,1,121.529556,25.020608,14
萬華,臺北市,24,,良好,0.4,0.26,27.8,26.4,21,4,10.3,13,2.7,1.6,235,2024-06-13 16:00,,0.2,5.7,23,0,121.507972,25.046503,13
中山,臺北市,25,,良好,0.6,0.35,23.9,22.2,21,7,14.9,21.6,6.7,2.7,253,2024-06-13 16:00,,0.4,7.7,21,0,121.526528,25.062361,12
士林,臺北市,28,,良好,0.6,0.14,32.1,27.1,17,8,7.9,9.8,1.9,2.6,263,2024-06-13 16:00,,0.1,8.7,22,0,121.51666356,25.10334003,11
淡水,新北市,31,,良好,1.4,0.16,45.8,30.3,43,8,8.8,11.2,2.4,1.8,300,2024-06-13 16:00,,0.1,5.5,31,1,121.449239,25.1645,10
林口,新北市,24,,良好,0.4,0.16,32.8,26.2,14,5,6.9,9.1,2.1,4.1,244,2024-06-13 16:00,,0.1,4.3,19,0,121.36548982,25.07798949,9
菜寮,新北市,26,,良好,0.8,0.22,30.7,26.2,23,7,9.4,11.3,1.9,3.1,256,2024-06-13 16:00,,0.2,7.9,22,0,121.481028,25.06895,8
新莊,新北市,25,,良好,0.2,0.14,32.1,27.3,21,6,4.6,6.4,1.8,3.5,241,2024-06-13 16:00,,0.1,6.3,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.7,0.18,31,27.4,20,2,6.3,8.3,1.9,3.2,239,2024-06-13 16:00,,0.2,3.7,20,0,121.458667,25.012972,6
土城,新北市,38,,良好,0.8,0.16,30.9,27.3,26,11,6.2,8.6,2.4,1.9,199,2024-06-13 16:00,,0.1,11.8,32,0,121.451861,24.982528,5
新店,新北市,28,,良好,0.7,0.17,30.3,26.6,19,7,5.6,7.4,1.7,3,162,2024-06-13 16:00,,0.1,8.5,16,0,121.537778,24.977222,4
萬里,新北市,27,,良好,0.2,0.14,37.2,29.9,22,4,4.5,5.9,1.3,1,14,2024-06-13 16:00,,0.1,3.2,15,0,121.689881,25.179667,3
汐止,新北市,26,,良好,1.1,0.18,33.3,28.2,21,10,9.2,12.2,2.9,2.6,264,2024-06-13 16:00,,0.2,7.2,21,0,121.64081,25.06624,2
基隆,基隆市,27,,良好,1.6,0.21,42.7,29.9,21,7,8.8,10.5,1.6,1,76,2024-06-13 16:00,,0.2,5.2,17,1,121.760056,25.129167,1
屏東(枋山),屏東縣,37,,良好,0.4,0.17,56.9,35.8,41,9,1.4,1.5,0,6.7,290,2024-06-13 15:00,,0.1,7.1,37,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,22,,良好,0,0.2,30.7,24.6,9,7,4,4.9,0.8,0.8,100,2024-06-13 15:00,,0.2,3.3,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,21,,良好,0.4,0.14,22.9,17.9,15,7,5.2,6.4,1.2,0.9,328,2024-06-13 15:00,,0.2,6.5,17,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,35,,良好,0.7,0.18,41.5,23.6,28,13,3.4,5.7,2.3,3,305,2024-06-13 15:00,,0.2,10.9,19,,120.37722,22.35222,204
臺南（麻豆）,臺南市,20,,良好,0.5,0.12,25.3,17.5,21,11,5,8.2,3.2,0.7,205,2024-06-13 15:00,,0.1,6.2,17,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,27,,良好,0.9,0.12,27,15.3,24,7,4.6,6.7,2.1,1.3,206,2024-06-13 15:00,,0.1,8.3,15,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,26,,良好,1.4,0.15,32.7,24.7,21,5,4.6,6.3,1.7,0.7,79,2024-06-13 15:00,,0.1,7.9,18,1,120.56373,23.96117,201
大城,彰化縣,24,,良好,0.6,0.05,32.7,26.2,27,6,0.5,2.6,2.1,5.4,216,2024-06-13 15:00,,0,5,18,0,120.26964167,23.85493056,85
富貴角,新北市,31,,良好,0.1,0.13,50.9,33.2,29,11,1.1,1.3,0.1,5.3,256,2024-06-13 15:00,,0.1,8.3,31,0,121.53656894,25.29681695,84
麥寮,雲林縣,22,,良好,1.1,0.12,29.6,24.8,18,4,0.3,2,1.7,3.8,215,2024-06-13 15:00,,0.1,3,15,1,120.251825,23.753506,83
關山,臺東縣,22,,良好,0.7,0.09,23.9,16.9,6,1,1.1,1.7,0.5,1.2,238,2024-06-13 15:00,,0.1,5.1,22,0,121.161933,23.045083,80
馬公,澎湖縣,49,,良好,7.6,0.14,4.2,4.7,37,21,,,,1.8,185,2024-06-13 15:00,,0.1,15,28,4,119.566158,23.569031,78
金門,金門縣,40,,良好,,0.09,42.9,30.7,30,12,2.9,3.7,0.7,4.6,197,2024-06-13 15:00,,0.1,12.4,24,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.5,0.17,32.6,30.6,42,18,6.2,7.6,1.3,0.4,37,2024-06-13 15:00,,0.1,12.8,25,0,119.93149378,26.15188416,75
埔里,南投縣,19,,良好,1.2,0.15,21.2,14.0,,,0.4,2,1.6,1.3,331,2024-06-13 15:00,,0.1,6,10,1,120.967903,23.968842,72
復興,高雄市,28,,良好,0.5,0.41,30.9,15.0,24,10,12.5,15.3,2.8,0.5,194,2024-06-13 15:00,,0.4,8.5,15,0,120.312017,22.608711,71
永和,新北市,28,,良好,1,0.25,29.5,20.6,21,7,7.2,11.2,4,3.2,270,2024-06-13 15:00,,0.5,8.5,17,0,121.516306,25.017,70
竹山,南投縣,17,,良好,1,0.08,25.8,17.6,10,7,2,2.4,0.3,2,212,2024-06-13 15:00,,0,5.2,11,0,120.677306,23.756389,69
中壢,桃園市,31,,良好,0.2,0.46,19.7,16.0,20,11,15.3,39.7,24.4,1.5,95,2024-06-13 15:00,,0.6,9.4,20,0,121.221667,24.953278,68
三重,新北市,38,,良好,0.6,0.79,,9.9,,7,23.1,72.1,49,-,-,2024-06-13 15:00,,0.9,7.6,22,0,121.493806,25.072611,67
冬山,宜蘭縣,28,,良好,0.7,0.2,22.6,25.4,23,9,9.9,15.2,5.3,1.9,60,2024-06-13 15:00,,0.2,8.6,19,0,121.792928,24.632203,66
宜蘭,宜蘭縣,30,,良好,1,0.2,34.9,32.6,34,6,5.7,6.9,1.1,1.1,134,2024-06-13 15:00,,0.2,4.4,16,0,121.746394,24.747917,65
陽明,臺北市,24,,良好,0.7,0.14,33.1,26.5,38,4,1.9,2.8,0.9,1.4,,2024-06-13 15:00,,0.1,3.1,16,0,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,1,0.26,36.9,23.0,21,6,8.6,10.4,1.8,2.3,52,2024-06-13 15:00,,0.2,5.6,16,0,121.599769,23.971306,63
臺東,臺東縣,31,,良好,1,0.17,39.3,33.3,15,8,3.7,4.3,0.5,2.3,51,2024-06-13 15:00,,0.1,4.3,15,1,121.15045,22.755358,62
恆春,屏東縣,28,,良好,0.4,0.14,39.2,29.4,19,10,1.1,2.2,1.1,3.8,297,2024-06-13 15:00,,0.1,8.7,17,0,120.788928,21.958069,61
潮州,屏東縣,19,,良好,0.1,0.09,26.9,18.5,18,1,0.8,1.8,0.9,1.7,2,2024-06-13 15:00,,0.1,3.5,19,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.4,0.14,25.9,13.5,14,4,4.4,6.4,1.9,1.1,192,2024-06-13 15:00,,0.2,5,15,0,120.488033,22.673081,59
小港,高雄市,24,,良好,0.8,0.19,32.2,15.7,15,7,9.1,11.1,1.9,0.8,202,2024-06-13 15:00,,0.2,7.5,11,0,120.337736,22.565833,58
前鎮,高雄市,15,,良好,0.8,0.28,31.6,15.0,18,7,9.1,12,2.9,0.9,196,2024-06-13 15:00,,0.4,3.8,13,0,120.30833356,22.6044507,57
前金,高雄市,23,,良好,0.8,0.2,36.3,19.0,19,8,5.5,6.8,1.2,0.7,208,2024-06-13 15:00,,0.3,7.1,21,0,120.28676111,22.63390278,56
左營,高雄市,36,,良好,0.7,0.14,38.3,14.9,15,9,5.5,6.8,1.2,1.3,6,2024-06-13 15:00,,0.3,11.1,17,0,120.292917,22.674861,54
楠梓,高雄市,23,,良好,,,34.5,15.3,,,,,,,,2024-06-13 15:00,,,7.1,13,0,120.328289,22.733667,53
林園,高雄市,26,,良好,1.5,0.18,34,21.0,21,7,6.2,6.9,0.7,1.3,292,2024-06-13 15:00,,0.1,8,20,1,120.41175,22.4795,52
大寮,高雄市,30,,良好,0.9,0.14,28.8,12.1,21,11,5.9,8.1,2.2,1.2,317,2024-06-13 15:00,,0.1,9.2,20,2,120.425311,22.56413611,51
鳳山,高雄市,15,,良好,0.6,0.25,32.8,16.2,,,5.9,7.6,1.7,0.3,123,2024-06-13 15:00,,0.3,4.5,14,0,120.357422,22.628126,50
仁武,高雄市,25,,良好,1.1,0.15,38.1,18.2,20,11,7.2,9,1.8,1.8,93,2024-06-13 15:00,,0.2,7.6,13,1,120.332631,22.689056,49
橋頭,高雄市,18,,良好,0.5,,29.7,17.8,12,,4.1,6.1,2,2.1,271,2024-06-13 15:00,,0.1,5.4,11,0,120.305689,22.757506,48
美濃,高雄市,17,,良好,0.5,0.11,26.8,18.0,11,3,1.6,1.8,0.1,1.3,178,2024-06-13 15:00,,0.1,1.6,13,0,120.530542,22.883583,47
臺南,臺南市,33,,良好,0.5,0.11,31.3,22.3,17,12,2.9,4.3,1.3,2.1,220,2024-06-13 15:00,,0.2,10.3,17,0,120.21947897,22.98928311,46
安南,臺南市,32,,良好,0.8,0.13,32.6,22.1,21,10,2.5,3.3,0.8,1.7,237,2024-06-13 15:00,,0.2,9.9,18,1,120.2175,23.048197,45
善化,臺南市,22,,良好,0.2,0.08,30.6,19.8,14,8,0.7,1.8,1,2,148,2024-06-13 15:00,,0,6.9,13,0,120.29740529,23.11337642,44
新營,臺南市,19,,良好,0.4,0.16,34.9,21.6,18,5,3.8,5.3,1.4,1.8,188,2024-06-13 15:00,,0.1,1.7,15,0,120.31725,23.305633,43
嘉義,嘉義市,19,,良好,0.9,0.09,30.7,21.5,7,5,1.5,2.6,1.1,3.4,226,2024-06-13 15:00,,0.1,4.3,10,1,120.44125148,23.46477865,42
臺西,雲林縣,22,,良好,0.8,0.11,29.6,24.8,18,10,0.3,1.2,0.9,4.5,209,2024-06-13 15:00,,0.1,6.2,15,0,120.19933333,23.702175,41
朴子,嘉義縣,22,,良好,,,,20.6,16,9,,,,1.9,231,2024-06-13 15:00,,0.1,6.7,14,0,120.2478,23.46538,40
新港,嘉義縣,29,,良好,1.3,0.14,37.7,25.1,15,9,4.8,7,2.2,3.2,205,2024-06-13 15:00,,0.1,8.8,18,1,120.345531,23.554839,39
崙背,雲林縣,21,,良好,0.9,0.11,32.4,23.4,12,6,2.1,3.4,1.2,1.5,205,2024-06-13 15:00,,0.1,6.3,14,0,120.348742,23.757547,38
斗六,雲林縣,22,,良好,0.9,0.15,32.4,24.0,16,5,3.6,5.8,2.2,2.6,217,2024-06-13 15:00,,0.1,5,15,1,120.544994,23.711853,37
南投,南投縣,19,,良好,0.2,0.12,29.6,20.3,12,7,1.9,3.3,1.3,2.7,226,2024-06-13 15:00,,0.1,4.5,12,0,120.685306,23.913,36
二林,彰化縣,33,,良好,0.7,0.12,34.3,28.7,26,11,1.4,1.8,0.3,4.4,222,2024-06-13 15:00,,0.1,10.2,17,1,120.409653,23.925175,35
線西,彰化縣,24,,良好,0.4,0.12,31.9,26.6,18,9,,,,4.3,215,2024-06-13 15:00,,0.1,7,14,0,120.469061,24.131672,34
彰化,彰化縣,24,,良好,0.6,0.1,34.4,26.1,18,4,3.1,3.5,0.4,2.2,219,2024-06-13 15:00,,0.1,3.4,16,0,120.541519,24.066,33
西屯,臺中市,22,,良好,1.3,0.13,30.6,19.3,18,7,6.3,8.2,1.8,2.2,177,2024-06-13 15:00,,0.1,6.7,19,1,120.616917,24.162197,32
忠明,臺中市,18,,良好,0.3,0.18,28.8,19.2,19,6,4.6,6.4,1.8,2.7,190,2024-06-13 15:00,,0.2,5.6,16,0,120.641092,24.151958,31
大里,臺中市,21,,良好,1.1,0.17,27.8,19.4,10,14,6.1,7.4,1.3,1.3,302,2024-06-13 15:00,,0.1,6.6,10,0,120.67844444,24.09961111,30
沙鹿,臺中市,24,,良好,1.1,0.17,32.8,25.1,22,11,5.6,7.3,1.6,3.1,192,2024-06-13 15:00,,0.1,7.3,17,1,120.568794,24.225628,29
豐原,臺中市,19,,良好,1.4,0.14,22,21.1,9,3,3.6,5.3,1.7,2.4,148,2024-06-13 15:00,,0.1,3.1,10,0,120.74252414,24.25699731,28
三義,苗栗縣,21,,良好,0.8,0.11,24.7,21.2,9,6,0.6,1.7,1.1,4.2,177,2024-06-13 15:00,,0.1,6.4,8,0,120.75956754,24.38248443,27
苗栗,苗栗縣,21,,良好,1.1,0.12,25.9,21.8,7,6,3,4.7,1.7,5.9,193,2024-06-13 15:00,,0.1,6.6,9,1,120.82011468,24.56499183,26
